DateTime,temp,hum,HeatIndex
2015/02/02 18:12:40,69.80,33.00,76.48
2015/02/02 18:22:40,71.60,33.00,76.52
2015/02/02 18:32:41,68.00,34.00,76.78
2015/02/02 18:42:41,71.60,33.00,76.52
2015/02/02 18:52:42,69.80,33.00,76.48
2015/02/02 19:02:42,69.80,33.00,76.48
2015/02/02 19:12:43,71.60,33.00,76.52
2015/02/02 19:22:43,69.80,33.00,76.48
2015/02/02 19:32:44,71.60,33.00,76.52
2015/02/02 19:42:44,69.80,33.00,76.48
2015/02/02 19:52:45,71.60,33.00,76.52
2015/02/02 20:02:45,71.60,33.00,76.52
2015/02/02 20:12:46,69.80,33.00,76.48
2015/02/02 20:22:47,71.60,33.00,76.52
2015/02/02 20:32:47,68.00,34.00,76.78
2015/02/02 20:42:48,71.60,33.00,76.52
2015/02/02 20:52:48,69.80,33.00,76.48
2015/02/02 21:02:49,69.80,33.00,76.48
2015/02/02 21:12:49,71.60,33.00,76.52
2015/02/02 21:22:50,69.80,33.00,76.48
2015/02/02 21:32:50,71.60,33.00,76.52
2015/02/02 21:42:51,69.80,33.00,76.48
2015/02/02 21:52:51,71.60,33.00,76.52
2015/02/02 22:02:52,71.60,33.00,76.52
2015/02/02 22:12:52,69.80,33.00,76.48
2015/02/02 22:22:53,71.60,33.00,76.52
2015/02/02 22:32:53,68.00,34.00,76.78
2015/02/02 22:42:54,71.60,33.00,76.52
2015/02/02 22:52:54,71.60,34.00,76.60
2015/02/02 23:02:55,69.80,33.00,76.48
2015/02/02 23:12:55,71.60,33.00,76.52
2015/02/02 23:22:56,68.00,34.00,76.78
2015/02/02 23:32:56,71.60,33.00,76.52
2015/02/02 23:42:57,71.60,33.00,76.52
2015/02/02 23:52:57,71.60,33.00,76.52
2015/02/03 00:02:58,71.60,33.00,76.52
2015/02/03 00:12:58,68.00,34.00,76.78
2015/02/03 00:22:59,71.60,33.00,76.52
2015/02/03 00:32:59,69.80,33.00,76.48
2015/02/03 00:43:00,69.80,33.00,76.48
2015/02/03 00:53:00,71.60,33.00,76.52
2015/02/03 01:03:01,68.00,34.00,76.78
2015/02/03 01:13:01,71.60,33.00,76.52
2015/02/03 01:23:02,69.80,33.00,76.48
2015/02/03 01:33:02,69.80,33.00,76.48
2015/02/03 01:43:03,71.60,33.00,76.52
2015/02/03 01:53:03,68.00,34.00,76.78
2015/02/03 02:03:04,71.60,33.00,76.52
2015/02/03 02:13:04,69.80,33.00,76.48
2015/02/03 02:23:05,69.80,33.00,76.48
2015/02/03 02:33:05,71.60,33.00,76.52
2015/02/03 02:43:06,68.00,34.00,76.78
2015/02/03 02:53:06,71.60,33.00,76.52
2015/02/03 03:03:07,69.80,33.00,76.48
2015/02/03 03:13:07,69.80,33.00,76.48
2015/02/03 03:23:08,71.60,33.00,76.52
2015/02/03 03:33:08,68.00,34.00,76.78
2015/02/03 03:43:09,71.60,33.00,76.52
2015/02/03 03:53:09,69.80,33.00,76.48
2015/02/03 04:03:10,69.80,33.00,76.48
2015/02/03 04:13:10,71.60,33.00,76.52
2015/02/03 04:23:11,68.00,34.00,76.78
2015/02/03 04:33:11,71.60,33.00,76.52
2015/02/03 04:43:12,69.80,33.00,76.48
2015/02/03 04:53:12,69.80,33.00,76.48
2015/02/03 05:03:13,71.60,33.00,76.52
2015/02/03 05:13:13,68.00,34.00,76.78
